EntryDate,EntryGradeLevelDescriptor,StudentUniqueId,SchoolId
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000004758,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002586,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000004759,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002587,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002602,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002573,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000007179,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000004752,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002576,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002578,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002584,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002552,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002559,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002567,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000001159,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002568,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002569,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000007174,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002526,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002532,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002535,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000001151,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002544,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000007169,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000004728,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000001132,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000004730,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002516,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000001133,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002452,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002318,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002325,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000005875,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000003535,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002503,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000003500,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002286,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000001088,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002411,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002305,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002449,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000003490,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002332,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002360,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002366,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000007115,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002380,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002166,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002167,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000003419,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000005803,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000003471,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002252,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002151,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000001001,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002157,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000003409,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000004564,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000001003,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000007036,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002145,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000004550,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000000995,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000003395,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000003396,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002138,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002179,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002141,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000003392,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002143,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000003393,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000000990,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002113,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002118,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002127,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000000994,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002178,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000000983,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000004543,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002095,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000005760,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002098,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002109,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000004541,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002170,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000003379,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000005754,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000004542,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000003380,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002165,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000005743,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000005746,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002086,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002168,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002087,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002065,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002067,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002071,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002074,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000003368,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002164,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002049,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000004529,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000004530,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000006991,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000006995,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000007000,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002137,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002139,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000000957,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002043,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002044,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002045,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002033,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002133,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000006973,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000004525,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002034,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000000942,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000004491,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000003320,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002129,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000003327,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000004509,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002132,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000001987,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000006955,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000006961,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002001,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000006967,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002122,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000006940,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000001966,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000000917,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000006948,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000001977,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000003304,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000000900,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002110,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000003292,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000004464,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000001963,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000001965,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000001889,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000000876,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000001922,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000000892,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000006932,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002102,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000001837,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000003274,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002061,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000001847,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000001856,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000001861,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000005654,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000004421,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000001797,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000005670,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000001810,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000001831,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000001700,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000005617,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000006838,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000001736,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002023,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000000853,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000001983,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000006791,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000001671,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000005603,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000004381,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000001697,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000004326,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000003164,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000001584,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000001619,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000001973,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000001976,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000001499,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000001506,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000001942,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000000724,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000001555,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000001560,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000001439,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000004292,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000001918,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000001484,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000004297,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000001492,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000004171,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000006548,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000001821,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000006558,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000005369,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000000649,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000003852,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000000379,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000002937,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000001154,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000006450,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Freshman,1000006520,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000000009,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000000022,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000000024,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000003662,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000000032,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000004828,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000002395,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000002752,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000002760,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000004816,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000002724,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000005977,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000004815,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000002393,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000002744,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000007249,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000007236,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000007239,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000002713,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000001207,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000001208,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000005972,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000002706,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000002385,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000003638,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000001202,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000002710,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000002711,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000002704,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000003629,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000004807,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000005962,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000005964,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000005968,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000003627,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000002701,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000003628,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000002702,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000002703,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000004805,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000002368,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000005958,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000004804,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000002374,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000002376,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000002693,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000004790,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000003604,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000004794,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000002685,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000002364,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000003616,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000002669,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000001183,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000005945,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000002675,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000007219,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000002676,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000002658,5
8/28/2017,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Junior,1000003596,5
