CredentialIdentifier,GradeLevelDescriptor,StateOfIssueStateAbbreviationDescriptor,CredentialFieldDescriptor,CredentialTypeDescriptor,ExpirationDate,IssuanceDate,Namespace,TeachingCredentialDescriptor,CertificationTitle,PersonId,SourceSystemDescriptor
05FAFDD4-09A9-4775-B532-BCAE2D210188,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (7-12),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Social Studies,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2022,1/8/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,40A6B3F20A1E47918ED7AD7906DE547E,uri://ed-fi.org/SourceSystemDescriptor#State
063ABCE3-2226-422E-95A8-3A2CD6D80977,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Core Subjects,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/30/2023,1/12/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,38A18E9B5AEE4BB1820451ACC2E558F7,uri://ed-fi.org/SourceSystemDescriptor#State
0688B94A-9935-458C-BF77-EB55251BF647,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (1-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Elementary Bilingual-Spanish,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2019,1/27/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Emergency,State,9C1FAFEF94FB4390882D285E7BDDCC94,uri://ed-fi.org/SourceSystemDescriptor#State
06E732A9-5786-4FAF-AFEF-523604525054,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (7-12),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://ed-fi.org/CredentialFieldDescriptor#Mathematics,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2024,1/15/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,1E6DA73415B243C1A406C3261AB3089A,uri://ed-fi.org/SourceSystemDescriptor#State
071E7874-6CCA-4760-A634-477D11F63746,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Core Subjects,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/29/2024,1/12/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,C1C4E30F79E54EFE9BDB11036828D368,uri://ed-fi.org/SourceSystemDescriptor#State
07CE68FD-FCA0-40E0-942E-81C7073C6925,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-12),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://ed-fi.org/CredentialFieldDescriptor#Physical Education,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/30/2023,1/12/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,802EF1ED43DD46A7A8FF88128EEA3AB1,uri://ed-fi.org/SourceSystemDescriptor#State
07DF7283-6E38-49A9-8722-AC1B835DBC64,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Core Subjects,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2021,1/22/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,DD21A172B9754FE781D642F5CBC72871,uri://ed-fi.org/SourceSystemDescriptor#State
087A7777-2AFF-4D06-B3C8-1A0FCA788AB6,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Core Subjects,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/29/2024,1/26/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,44B60BE0B4B44AC5BDDBC85C9D2E2BE3,uri://ed-fi.org/SourceSystemDescriptor#State
088AE443-F52C-41EF-8486-07AA312B9BDE,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (6-12),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Secondary Composite Science,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2019,1/15/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Emergency,State,B1C0A3AD1D314F11A6242211902B9FA1,uri://ed-fi.org/SourceSystemDescriptor#State
089A89CD-F56B-47A0-BB9E-C0730E58F103,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Core Subjects,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/30/2024,1/25/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,E8650A66021F4C8AA70C032407D2EBE6,uri://ed-fi.org/SourceSystemDescriptor#State
08A19D2C-C6A3-4272-A9F9-BEDC68079F08,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Core Subjects,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2024,1/17/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,C5F8405183244D4C8A27B69B69AC1FA0,uri://ed-fi.org/SourceSystemDescriptor#State
0916AB5E-B713-4EC2-A981-C9239BE2B2E6,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#English as a Second Language Supplemental,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2023,1/27/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,FAEF74B2A9AB437CB8C66ADA0C4F71BF,uri://ed-fi.org/SourceSystemDescriptor#State
091AC01E-7432-4392-B593-76D36A26049A,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Bilingual Education Supplemental-Spanish,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/30/2023,1/8/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,451F160D97C64E4F9CA360DC23923F61,uri://ed-fi.org/SourceSystemDescriptor#State
0922A243-41DB-4766-B43A-5DBA3C7112C8,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Core Subjects,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/29/2024,1/5/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,D26D54B710634E8DA431D084A1397C0A,uri://ed-fi.org/SourceSystemDescriptor#State
093C914C-00E8-4B83-AA77-A3CD8E99FB9A,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Core Subjects,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/29/2024,1/12/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,5FB1A267193F4242B483C7AD9374C8F1,uri://ed-fi.org/SourceSystemDescriptor#State
0950AB87-AA95-4311-9770-DE75EA330AF4,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Core Subjects,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/30/2023,1/12/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,3D7283B16C3E48998E57BF7B49F938CF,uri://ed-fi.org/SourceSystemDescriptor#State
09EE3ECE-D77D-478E-BAB6-6E0DCA04FE70,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Core Subjects,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/30/2023,1/7/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,72CC28D0AD19490B9D4FDA216533BF80,uri://ed-fi.org/SourceSystemDescriptor#State
0A0B1493-650F-410D-B951-DF299E1728FF,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-12),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://ed-fi.org/CredentialFieldDescriptor#Art,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/30/2023,1/10/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,4A54E836088E483BB501DF9F4031EAB5,uri://ed-fi.org/SourceSystemDescriptor#State
0AACCD55-8675-4239-A6FC-EFC1EA751ED3,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (4-8),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Social Studies,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2022,1/19/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,8F3E1CC66A0646A89675B946C910DF70,uri://ed-fi.org/SourceSystemDescriptor#State
0AC8F006-EABE-435E-8A65-A31E6A9F2372,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#English as a Second Language Supplemental,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2023,1/2/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,265834098E8040238EFBB772813485F4,uri://ed-fi.org/SourceSystemDescriptor#State
0AC9F93D-2F9E-4155-B187-CAD3594F9EAF,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (7-12),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://ed-fi.org/CredentialFieldDescriptor#Mathematics,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2023,1/27/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,FD59D921D5E14E16B87CCACFD7ABEAF8,uri://ed-fi.org/SourceSystemDescriptor#State
0B07913C-2529-421C-9152-2EA28E335B15,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Core Subjects,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/13/2019,1/13/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Intern,State,2E36B4342DBA41CB9AB9519668453243,uri://ed-fi.org/SourceSystemDescriptor#State
0B34D7A4-768C-4467-94F9-FF9D203B96E6,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-12),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Special Education,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/29/2024,1/22/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,3E6070DDF67E4DD6AEDE67D58A9DD615,uri://ed-fi.org/SourceSystemDescriptor#State
0C581473-1F55-497C-812D-2BA6370DBB0E,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Core Subjects,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2023,1/2/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,36543F7B557B48D996EC70862D58D6E2,uri://ed-fi.org/SourceSystemDescriptor#State
0D3A098A-E071-49FF-A3C8-86187D417689,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (7-12),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://ed-fi.org/CredentialFieldDescriptor#Mathematics,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/30/2023,1/12/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,5CD772E34DBD4EDF9BCCBA4C951E843F,uri://ed-fi.org/SourceSystemDescriptor#State
0D76486E-EC43-4A9B-BB9C-45DDF4F11FBB,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Bilingual Education Supplemental-Spanish,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2024,1/4/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,2C57CEFCB08D4B1EAC76E20BAFA9A3B1,uri://ed-fi.org/SourceSystemDescriptor#State
0DD7E938-9634-417C-A569-D2F61516FDE0,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Core Subjects,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2023,1/12/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,845C3A35B9774DA7AE4CDEDA4FA372A3,uri://ed-fi.org/SourceSystemDescriptor#State
0E11A9F6-7F5E-4493-83D4-390D3E2ABF45,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Core Subjects,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2024,1/22/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,232070F1B17D49EFAC8514FB4D756CC7,uri://ed-fi.org/SourceSystemDescriptor#State
0E97BB31-D928-41D2-B924-C26DA785AB79,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Core Subjects,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2023,1/23/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,C9C1263FFD164934ABA58ADE69C74D71,uri://ed-fi.org/SourceSystemDescriptor#State
0EABB82A-8E4C-458C-B74B-1344AA2B6F08,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (7-12),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Chemistry,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/29/2024,1/12/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,6A5868CC42C44427961B46FA08C25C83,uri://ed-fi.org/SourceSystemDescriptor#State
0EE911ED-B51A-4425-AC73-A88A04AEEB2F,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-12),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://ed-fi.org/CredentialFieldDescriptor#Music,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2023,1/16/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,7BF069F0B70D45DA82FD9ABF3A59E43E,uri://ed-fi.org/SourceSystemDescriptor#State
0F5C631C-D9DA-44E1-90DD-CC9C6E5FDFB6,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (4-8),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://ed-fi.org/CredentialFieldDescriptor#Mathematics,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/30/2023,1/12/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,B5D28AEB3CF94D50A34A101353206150,uri://ed-fi.org/SourceSystemDescriptor#State
0FB3F4A9-95C3-480F-A829-1CE82935DC7D,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Core Subjects,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/30/2023,1/12/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,B36934B185E740D1B5061B568EF3CE1B,uri://ed-fi.org/SourceSystemDescriptor#State
0FB65557-2621-4645-BBE5-8315CFA454E7,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (4-8),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Core Subjects,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/28/2023,1/27/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,F02553D214854966A4F9F0D14DA0115A,uri://ed-fi.org/SourceSystemDescriptor#State
108BD580-2D0D-4F78-875A-844B62D48159,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#English as a Second Language Supplemental,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2019,1/25/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,8407861C228542719963002806D666B3,uri://ed-fi.org/SourceSystemDescriptor#State
112D133B-3BA2-42F8-838A-83DB429D81B8,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (7-12),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#English as a Second Language Supplemental,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/30/2023,1/15/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,DAA183AAC64A44FABCD98539048D38DF,uri://ed-fi.org/SourceSystemDescriptor#State
11380275-1EF5-4C07-8D0E-BC251CAF4034,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Core Subjects,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2024,1/29/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,330E66F6DBDD4A028B7E7338DBD55CF2,uri://ed-fi.org/SourceSystemDescriptor#State
116EAE6D-E7B6-44D7-A94B-BDBC19F3684B,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Core Subjects,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/30/2023,1/12/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,0B41EF527F964E3FACBF3C10AB6410B1,uri://ed-fi.org/SourceSystemDescriptor#State
11AA30C9-C243-4C62-978D-99C17D23078F,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-12),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Special Education,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/31/2023,1/1/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,B2E096AD17A94C70A4CBF46F7C83B367,uri://ed-fi.org/SourceSystemDescriptor#State
1250B228-0AE1-41C7-AFEC-0BE186C02690,uri://tpdm.ed-fi.org/GradeLevelDescriptor#Grades (EC-6),uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Core Subjects,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/29/2024,1/6/2018,uri:/univ.edu/Credential/State,uri://ed-fi.org/TeachingCredentialDescriptor#Regular/Standard,State,79FDC4F818B9418BBF3FFB08831965D5,uri://ed-fi.org/SourceSystemDescriptor#State
1267F6E0-EB68-4073-BF04-1B22099609FA,uri://ed-fi.org/GradeLevelDescriptor#Other,uri://ed-fi.org/StateAbbreviationDescriptor#TX,uri://tpdm.ed-fi.org/CredentialFieldDescriptor#Educational Aide II,uri://ed-fi.org/CredentialTypeDescriptor#Certification,1/8/2020,1/8/2018,uri:/univ.edu/Credential/State,uri://tpdm.ed-fi.org/TeachingCredentialDescriptor#Educational Aide,State,8A8B3790C5024A8CB9FDBCAB0E03BC30,uri://ed-fi.org/SourceSystemDescriptor#State
